PUNTO;A 2023_0089 1;A 2024_0092 3;A 2024_0098 3;A 2024_0116 3;A 2024_0079 3;A 2024_0105 3;B 2023_0089 23;B 2024_0092 19;B 2024_0098 19;B 2024_0116 19;B 2024_0079 19;B 2024_0105 19;C 2023_0089 25;C 2024_0092 26;C 2024_0098 26;C 2024_0116 26;C 2024_0079 26;C 2024_0105 26;D 2023_0089 26;D 2024_0092 27;D 2024_0098 27;D 2024_0116 27;D 2024_0079 27;D 2024_0105 27;E 2023_0089 43;E 2024_0092 41;E 2024_0098 41;E 2024_0116 41;E 2024_0079 41;E 2024_0105 41;F 2023_0089 50;F 2024_0092 50;F 2024_0098 50;F 2024_0116 50;F 2024_0079 50;F 2024_0105 50;G 2023_0089 64;G 2024_0092 64;G 2024_0098 64;G 2024_0116 64;G 2024_0079 64;G 2024_0105 64;H 2023_0089 43;H 2024_0092 41;H 2024_0098 41;H 2024_0116 41;H 2024_0079 41;H 2024_0105 41;I 2023_0089 45;I 2024_0092 47;I 2024_0098 47;I 2024_0116 47;I 2024_0079 46;I 2024_0105 47;J 2023_0089 46;J 2024_0092 48;J 2024_0098 48;J 2024_0116 48;J 2024_0079 47;J 2024_0105 48;
55;1;0.34;0.5;1.5;1.9;1.58;2;0.58;-0.18;0.92;1.84;0.92;1.08;1.02;0.32;1.1;1.34;1.34;1.08;0.08;1.16;1.08;5.6;0.76;0.42;-0.1;1;1;5.02;0.24;1.66;0.5;0.84;1.24;2.92;0.76;0.84;0.76;0.84;1.08;2.66;1.24;0.42;-0.1;1;1;5.02;0.24;1.08;0;0.58;2;1.08;1.9;1.5;1.5;1.26;0.68;1.08;2.24;
56;1.16;0.82;0.18;2.48;1.34;1.66;1.34;1.58;0.5;2.42;0.92;1.5;0.84;1;0.52;2.42;0.84;2.34;0.66;0.42;1.34;2.1;3.76;1;0;0.76;1.52;1.92;3.42;0.92;1.68;1;1.42;1.92;2.34;0.92;0.58;1.74;1.42;1.42;1.76;2;0;0.76;1.52;1.92;3.42;0.92;0.76;0.26;1.08;2.98;0.66;2.08;2;0.26;-0.84;1.5;0.92;-0.58;
57;0;0.92;0.24;1.76;1.74;1.48;0.32;1.92;0.68;1.34;1.08;1.18;-0.16;1.16;0.4;1.74;0.92;1.42;-0.24;0.5;1;1.74;5.58;0.74;-0.16;0.5;1.42;1.18;5.08;0.76;0.74;0.68;0.92;1.42;2.5;0.58;0.26;0.84;0.58;1.5;2.16;1.18;-0.16;0.5;1.42;1.18;5.08;0.76;0;0.66;0.74;2.16;1.34;1.9;0.68;1.84;2.66;4.16;1.08;0.34;
58;-0.08;1.92;0.58;2.4;1.24;2.16;0;3.18;1.5;1.08;1.34;2.08;-0.58;2.34;0.76;1.92;1.08;2.34;-0.68;0.84;1.1;1.76;4.02;1.34;-0.42;2;1.4;0.92;3.26;1;0.68;1.92;1.5;1.84;1.92;1.32;0.16;1.58;1.58;2.26;1.84;1.34;-0.42;2;1.4;0.92;3.26;1;-0.84;0.92;1.16;3.16;0.84;2.5;0.58;-0.6;0.92;-0.58;0.58;1.42;
59;-0.34;1.98;0.34;1.66;2.24;2.16;0;2.34;1.16;0.58;2.34;2.16;-0.18;1.5;0.5;1.16;1.34;1.74;-0.24;0.92;1.24;1.34;7;1.34;-0.18;1.6;1.6;0.5;5;1.26;0.24;1.42;1.42;0.92;2.84;1.42;0.24;2.18;1;1.58;2.92;1.5;-0.18;1.6;1.6;0.5;5;1.26;-0.5;1.16;1.08;2.08;1.42;2.24;0.5;2;-1.08;3.26;1.24;1.74;
60;0.42;2.5;1.4;2.24;1.42;2.5;0.42;2.84;3.02;1.76;1.42;2.84;-0.08;2.5;1.66;1.84;0.92;2.68;-0.18;1.58;1.5;2;4.26;2.34;-0.16;2.24;2.24;1.16;2.84;2.08;0.92;2.32;2.5;2;1.92;2.26;-0.16;3.24;0.84;2.26;1.66;1.66;-0.16;2.24;2.24;1.16;2.84;2.08;-0.84;1.48;2;2.9;0.66;2.9;0.58;2.18;1.42;2.08;0.92;2;
61;-0.16;2.4;0.92;2.16;2.16;1.74;0.76;2.32;2.24;1.5;1.66;2.18;0.26;1.68;1.68;1.84;0.92;2.16;0.34;1.58;1.42;1.84;5.76;1.74;-0.08;1.34;1.84;1;4.6;1.84;0.84;1.76;2.58;1.58;2.66;1.42;0.26;1.68;0.42;1.42;2.76;1.5;-0.08;1.34;1.84;1;4.6;1.84;-0.16;1.42;1.82;1.92;1.08;2.16;0.84;1.5;2.76;1.92;1.32;1.42;
62;0.92;2.08;1.66;2.9;1.24;2.98;1.08;2.02;2.42;2.42;1.34;2.5;1.08;2.16;2.08;2.92;0.74;2.84;1;1.18;2.1;2.66;3.26;1.84;-0.18;1.42;2.42;2.34;3;2.34;1.32;2.08;2.92;2.18;1.84;3;-0.18;2.84;0.5;2.5;1.84;2.26;-0.18;1.42;2.42;2.34;3;2.34;0.08;1.5;2.08;3.14;1.18;2.66;1.24;2.26;1.82;2.58;1.16;2.76;
63;-0.26;1.4;1;2.66;2.24;1.84;0.5;1.24;0.6;2.08;1.84;0.76;0.84;1.16;1.42;2.68;1.26;1.92;0.58;1.58;1.32;2.18;5.6;1.18;-0.08;0.42;1.76;1.84;4.6;1.32;0.92;1;2.26;2.16;3.26;1.26;-0.24;1.74;0.58;1.74;2.92;1.42;-0.08;0.42;1.76;1.84;4.6;1.32;0.16;1;1.74;2;1.16;2.24;0.84;1.82;1.26;0.5;1.42;0.92;
64;-0.24;1.76;1.08;3.5;1.5;1.9;0.58;1.92;0.4;2.6;1.5;1.08;1.1;2.1;1.26;3.24;0.66;2.16;0.76;1.34;2.02;2.84;3.42;1.24;-0.42;1.08;2.08;2.92;3.08;1.92;1.1;1.84;2.5;3.18;1.74;2;-0.18;2.42;1.08;3.1;2;1.66;-0.42;1.08;2.08;2.92;3.08;1.92;0.42;1.66;1.92;3.08;0.66;2.5;1.08;3.26;2.16;2.92;0.9;3;
65;0;1.48;0.58;1.98;1.98;1.5;-0.08;1.76;0.26;1.24;1.58;0.58;0.42;1.5;1.24;1.6;0.76;1.5;0.08;0.74;1.24;2;4.84;0.42;0.1;0.66;1.5;1.16;4.42;0.68;0.66;1.42;2;1.66;2.84;1.08;-0.24;2.76;0.84;2;2.5;1.42;0.1;0.66;1.5;1.16;4.42;0.68;-0.58;1.08;1.32;2.06;1.1;0.9;0.5;-0.16;1.1;2.34;1.66;-0.26;
66;-1.18;2.24;1.08;3.66;1.76;1.5;-0.24;2.5;1.66;1.5;1.42;0.84;-0.42;2.08;6.84;3;0.74;2.02;-0.5;1.68;1.76;2.08;3.34;0.26;-0.26;1.02;2.42;1.5;3.1;1.34;0.26;1.84;2.42;2.26;1.76;1.08;-0.5;-0.34;2.08;2.16;1.76;0.92;-0.26;1.02;2.42;1.5;3.1;1.34;-0.58;1.9;2.32;2.58;0.74;0.92;0.26;2.32;1.16;1.92;1;1.5;
67;-0.5;1.5;0.16;1.9;2.74;0.82;-0.42;2.26;1.02;1.18;2.26;1;-0.42;1.5;2.84;1.66;1.26;1.42;-0.74;1.32;1.16;1.68;5.42;0.5;-0.24;1.08;1.6;1.1;4.34;1;0;1.08;1.92;1.42;3;0.84;-0.5;1.18;1.1;1.6;3.08;0.42;-0.24;1.08;1.6;1.1;4.34;1;-0.92;1.32;1.34;1.32;1.92;0.34;-0.26;0.68;2.92;0.16;1.84;-0.4;
68;-1.42;2.32;1.32;2.74;2.06;0.92;-0.18;3.16;2.24;1.74;1.42;1.34;-0.16;2.92;0.58;2.68;0.42;2.08;-0.68;1.52;2.42;1.66;3;0.58;-0.6;2.08;2.5;2.08;2.92;1.32;-0.1;1.5;2.92;1.82;2.34;1.42;-0.92;0;1.24;2.24;2.26;0.76;-0.6;2.08;2.5;2.08;2.92;1.32;-1.16;2;2;1.58;0.92;0.74;-0.32;2.84;3;0.5;1.4;1.74;
69;-0.66;2.08;0.84;1.84;2.5;0.82;0.42;2.68;1.84;1.5;2.08;1.42;-0.52;2.26;-0.08;1.66;1;1.58;-0.42;1.58;1.1;1.34;5.02;1;-0.24;1.92;1.84;1.26;4.08;1.18;0.18;1.18;2;1.6;2.92;0.76;-0.34;0;1.84;1.5;2.92;0.5;-0.24;1.92;1.84;1.26;4.08;1.18;-0.6;1.5;1.56;1.42;1.58;0.82;0;-0.68;0.08;1.76;1.82;1.08;
70;-0.84;2.24;1.58;2.56;1.66;1.58;0.76;3.5;2.5;2.68;1.68;2.08;0.52;3.42;0.26;3.34;1;2.34;0.18;2.5;2.32;2.42;3.24;2.18;-0.18;2.26;2.5;2.5;3.18;1.92;0.42;1;3.02;2.08;2.08;1.5;-0.34;0.66;2.68;2.1;2;0.92;-0.18;2.26;2.5;2.5;3.18;1.92;-0.32;1.82;2.74;2.24;0.76;1.42;0.42;1.5;3.5;0.82;1.5;0.5;
71;0.18;1.58;1.66;2.34;2.58;1.16;0.84;2.68;2;1.26;2.08;1.26;0.66;2.34;0.24;2.42;1.5;1.66;0.24;1.76;1.6;2.18;5.1;1.66;-0.16;2.08;2.16;1.66;4;1.5;0.58;0.58;2.58;1.5;3.08;1.32;-0.24;0.68;1.5;1.74;3.26;0.58;-0.16;2.08;2.16;1.66;4;1.5;0;1.08;2.24;1.66;1.58;1.74;0.4;0.5;1.76;3.18;1.74;2;
72;-0.34;2;1.66;3.14;1.98;1.42;1.08;2.24;3.44;1.66;1.42;1.5;1.1;3.42;0.34;1.92;0.84;2.6;0.42;1.58;2.34;2.66;3;2;-0.08;2.26;2.76;1.68;2.08;1.66;0.82;0.76;3.08;2.68;2.1;1.68;-0.08;2.08;2.58;2.92;2.34;1.66;-0.08;2.26;2.76;1.68;2.08;1.66;0.42;1.24;2.58;2.08;1.34;2.58;0.68;1.34;0.5;3.58;1.42;3.34;
73;-0.08;1.66;1.4;2.34;3.24;1.5;0.74;1.42;1.5;1.26;2.66;0.66;0.76;2;0.42;1.84;1.9;1.5;0.16;1.34;2.08;2;4.34;1.34;0.24;1.16;2;1.16;3.1;1.02;0.6;0.66;2.5;1.9;2.84;1.16;0;0.34;1.5;1.84;3.66;1;0.24;1.16;2;1.16;3.1;1.02;0.08;0.84;1.82;1.48;2.16;1.4;0.66;0.58;-0.42;-0.58;2.08;-0.92;
74;-0.34;1.66;1.34;3.4;2;1.66;0.42;1.76;1.42;2.42;1.84;0.92;0.08;2.42;0.24;2.58;1.1;1.58;-0.08;1.58;2.08;2.5;3.18;2;0.1;1.26;2.52;0.76;1.76;0.66;0.42;0.66;3.42;2.18;1.82;1;-0.34;0.4;2.08;3.26;2.34;1.18;0.1;1.26;2.52;0.76;1.76;0.66;-0.34;1.66;2.26;2.16;0.92;2.42;0.18;3;2.42;0.58;1.48;1.6;
75;-0.58;0.92;1.32;2.48;2.9;1.32;0;1.76;1.16;1.66;2.34;0.34;-0.34;2.16;0.08;1.92;2.58;1.42;-0.92;1.26;1.68;2.52;4.34;1.18;-0.18;1.08;2.08;0.42;3.16;0.16;-0.18;0.5;2.52;1.42;3.18;0.6;-0.16;0.6;1.68;2.26;3.18;1.08;-0.18;1.08;2.08;0.42;3.16;0.16;-0.66;1.24;2.14;1.08;2;1.48;-0.18;0.5;0.92;0.18;2.5;0;
76;-0.92;2.4;1.66;4.32;1.74;2;-1.42;3;2;2.84;1.58;0.82;-0.76;2.42;0.5;3.08;1.16;1.58;-1.16;1.58;2.5;3;3.34;1.66;-0.08;1.42;2.58;0.66;2.08;0.92;-0.08;1.1;3.24;2.42;2.08;0.58;-1;0.74;1.92;3.42;2.08;1.66;-0.08;1.42;2.58;0.66;2.08;0.92;-1.26;2.16;2.84;2;1.26;1;-0.5;-0.82;1.84;1.4;1.58;-0.18;
77;-0.84;1.58;1;2.74;3.16;1;-1.08;1.58;1.76;1.34;2.68;0.6;-0.34;1.92;0.68;1.6;1.68;1.68;-0.76;1.34;1.66;2.08;4.5;1.58;-0.24;1;1.84;0.66;3.26;0.68;-0.16;0.74;2.6;2.34;2.68;0.66;-0.34;0.42;1.92;2.66;2.76;1.1;-0.24;1;1.84;0.66;3.26;0.68;-0.76;1.34;1.48;1.58;1.84;0.58;-0.24;1.5;1.82;-0.08;2.66;1.26;
78;-0.92;2.9;1.74;4.08;2.4;1.82;-1.16;1.92;2.42;1.66;1.5;0.92;-0.32;3.1;1.24;2.32;1.5;1.82;-0.66;1.92;1.92;2.84;3.18;1.84;-0.26;1.76;2.34;0.76;1.68;0.4;-0.1;1.42;3.5;2.58;2.24;0.76;-0.76;0.76;2.34;3.42;1.92;1.32;-0.26;1.76;2.34;0.76;1.68;0.4;-0.74;2.32;2.58;2.48;1.16;1.34;-0.5;2;1.42;1.76;1.58;1;
79;-0.42;1.66;1.08;3.32;3.24;0.92;0.24;2.92;1.42;1.42;2.68;1.16;0;2;1.34;1.26;2.34;1.42;0.08;2.08;1.68;1.92;6;1.26;-0.08;1.66;2.08;0.84;1.24;0.76;0.34;1.26;2.92;2.34;2.68;1.08;-0.32;0.16;1.16;2.5;3.24;0.84;-0.08;1.66;2.08;0.84;1.24;0.76;-0.16;1.98;2.24;1.5;2.26;1;0.32;1.74;2.6;0.66;2.64;-0.92;
80;-0.08;3.08;2.16;4.4;2.08;1.32;0.26;2.76;2.34;1.68;1.82;1.08;0.74;3.34;1.76;2.18;1;2.02;0.34;2;2.16;2.84;4.68;2.16;0.16;2.5;2.6;0.82;0.42;0.76;0.84;1.74;3.42;2.84;2.42;1.5;0;0;2;3.6;2.34;1.26;0.16;2.5;2.6;0.82;0.42;0.76;0.5;2.92;2.42;2.82;1.42;1.08;0.84;2.34;2.24;1;1.66;1.5;
81;0.34;1.98;1.5;1.24;3.74;0.92;1.32;2.18;1.32;1.5;1.92;1.34;0.52;2.5;1.34;1.24;2.08;1.58;0.5;2;1.92;1.84;7.02;1.6;0.58;1.92;2.16;0.42;1.34;0.74;1;1.5;2.66;1.92;3.16;1.26;0.5;0.34;1.18;2.5;3.76;0.5;0.58;1.92;2.16;0.42;1.34;0.74;0.58;2.06;2.4;1.5;1.92;0.82;0.76;1.42;-0.74;-0.66;2.84;0.16;
82;1.08;3.32;1.74;-1.16;2.16;0.98;1.1;2.08;1.6;2.16;1.34;0.76;1.76;3.34;1.74;1.76;1.18;2.42;1.24;3.34;2.42;2.5;4.58;1.24;1.26;2.84;2.6;1.08;1.08;1;1.84;1.76;3.52;2.42;2.1;2.42;1.58;1.16;1.66;3.08;2.92;1.24;1.26;2.84;2.6;1.08;1.08;1;1.16;3.08;2.74;2.66;1.42;1.16;2;1.92;3.42;1.34;1.9;-0.5;
83;1.18;1.66;1.66;-0.5;3.74;0.68;1.08;1;1.58;1.42;2.26;0.32;1.1;2.42;1.26;1.58;2.58;1.5;0.92;2.18;1.42;2.08;8.52;1.26;1.5;1.92;2;0.76;2.18;1.08;1.84;1.42;2.42;2;3;1;1.68;0.76;1.18;2.18;3.84;0.42;1.5;1.92;2;0.76;2.18;1.08;0.84;2.16;2;1.5;2.08;0.58;1.42;2;-0.5;0.16;3.08;0.5;
84;1.24;3.08;2;0.82;2.56;0.9;1.16;1.84;2.08;2.68;1.26;0.08;0.66;3;1.74;2;2.08;1.66;0.68;3.16;2.76;2.52;6.42;0.74;2.26;1.1;2.66;1.16;2.08;1.1;2.24;2;3.42;2.5;2.5;1.16;2.08;1.42;1;2.76;2.92;1.18;2.26;1.1;2.66;1.16;2.08;1.1;0.5;2.74;2.64;2.16;1.42;0.92;2;3.84;1.5;2;1.66;1.26;
85;1.34;1.58;1.66;1.42;3.58;0.42;0.84;0.66;1.76;1.08;2.24;-0.08;0.42;2;2;1.34;1.68;1;0.32;1.76;2.08;1.42;11.86;0.68;1.42;0.74;2;0.68;3.5;0.82;1.34;1.16;2.58;1.92;3.26;0.5;1.24;0.74;0.82;2.32;4.34;0.66;1.42;0.74;2;0.68;3.5;0.82;0.66;2.24;2.08;1.74;2.58;0.5;0.92;-1.08;3.08;1.16;2.82;0.84;
86;1.26;1.98;1.74;2.32;2.4;0.84;1.5;2.76;1.92;1.42;1.5;-0.24;0.94;3.34;1.92;1.92;2.08;0.92;0.68;2.58;2.76;2.58;7.34;1.08;1.74;0.5;3.02;1.42;2.68;1.18;1.92;1.1;3.5;2.58;2;0.26;1.34;0.58;1.18;2.68;2.76;1;1.74;0.5;3.02;1.42;2.68;1.18;1.1;2.16;2.32;2.66;1.16;0.74;1.42;1.74;2.16;0;1.66;0.24;
87;1;1.42;1.24;1.92;3.32;0.9;1.76;1.24;1.42;1.18;2.92;0.32;1.08;1.84;1.92;1.5;2.58;1.34;1.16;1.52;1.58;1.84;11.18;0.66;1.92;0.26;2.08;0.92;5.68;1;1.58;0.5;2.76;1.68;3.42;0.74;1.58;0.58;1.08;2;4.42;0.26;1.92;0.26;2.08;0.92;5.68;1;1;1.58;2.24;1.74;2.18;0.92;1.4;-0.58;1.76;1.6;2.56;0;
88;2;2.08;2.08;3.82;2.5;0.92;2.34;1.84;2.26;2.08;1.68;-0.4;2.78;3;2.52;2.5;1.84;1.84;1.92;2.16;2.42;2.08;6.1;1.26;2.76;0.58;2.76;1.24;3.84;1.26;2.76;0.66;3.5;2.42;2.26;0.26;1.76;1.1;1.5;3.5;3.26;0.74;2.76;0.58;2.76;1.24;3.84;1.26;2;1.74;2.16;2.56;1.42;0.74;2.68;0.84;1.66;0.92;1.84;2.26;
89;2.16;1.58;1;3.14;3.64;0.5;2.24;0.26;1.42;1.76;2.58;0.24;2.2;1.92;1.92;1.42;1.92;1.16;1.76;0.92;2.6;1.5;8.42;1.08;2.1;0.66;2.58;1.1;6.16;1;2.24;0.42;2.76;1.74;3.16;0.66;1.34;0.24;1;2.6;4.42;0.92;2.1;0.66;2.58;1.1;6.16;1;1.66;1.42;1.58;1.58;2.26;0.76;1.92;2.32;2.76;0.4;2.58;-0.92;
90;5.02;1.58;1;4.58;2.58;0.82;2.6;0.74;1.32;2.66;1.76;0.5;3.18;2.76;2.24;2.66;1.76;2;2.5;1.58;1.42;1.84;4.86;1.76;3;1.1;2.76;1.42;3.84;1.58;3.34;0.66;3.26;2.34;1.34;1.26;1.58;0.42;0.68;3.58;3;1;3;1.1;2.76;1.42;3.84;1.58;2.52;1.74;1.5;1.5;1.74;0.82;2.92;-0.08;1.26;1.84;1.56;0.74;
91;1.5;1.08;0.74;2.9;3.9;1;1.92;0.68;0.68;2.08;1.58;0.76;2.12;2.24;1.58;2.02;1.5;1.92;1.76;1.18;1.92;1.16;5.5;1.42;1.66;0.58;2.08;1.16;5.6;0.84;2.68;0.5;2.4;1.92;2.08;0.82;1.08;0.26;1;2.6;3.76;0.84;1.66;0.58;2.08;1.16;5.6;0.84;1.82;1.16;1;1.16;2.08;0.74;2.42;0.26;0.24;1.76;1.76;0.84;
92;4.18;1.82;1.08;3.48;2.74;1.24;2.08;1.66;1;3.26;1;0.32;1.34;2.26;1.84;2.24;0.92;2;1.74;1.24;2.08;0.6;3.92;1.5;2.42;1.24;2.42;1.58;3.5;1.74;2.84;0.58;2.94;2.26;1.58;1.6;1.42;0.5;0.92;3.42;2.74;1.58;2.42;1.24;2.42;1.58;3.5;1.74;2.34;1.82;1.32;1.08;1.42;0.92;2.26;3.16;1.18;2.16;1.24;2.26;
93;1;1.5;0.42;2.82;3.5;0.92;1.5;0.92;0.42;2.34;0.92;0.26;0.08;2.34;1.26;1.92;1.42;1.18;0.92;0.92;1.26;0.42;4.42;1.34;1.34;1.18;1.76;1.08;4.84;1.26;1.92;0.68;2.24;1.58;1.6;1.24;0.92;0.58;0.58;2.16;3.52;1.26;1.34;1.18;1.76;1.08;4.84;1.26;0.92;0.92;1.16;0.5;2;0.34;1.42;-0.58;2.66;0.68;1.5;-0.34;
94;2;1.66;0.82;2.92;2.06;1;1.84;1.5;0.92;2.42;0.58;0.16;0.42;2.5;2.08;2.18;1.58;1.92;1.5;1.42;2;0.4;2.42;1.66;1.68;1.24;1.92;1.92;3.34;1.5;3.16;1.16;2.84;1.92;1.08;0.84;1.5;0.66;1.32;3;2.24;1.32;1.68;1.24;1.92;1.92;3.34;1.5;1.18;1.58;1.26;0.74;1.34;1.4;2.24;1.84;1;2.82;1.08;1.26;
95;1.66;0.9;0.58;2.24;3.5;1.24;1.34;2.92;0.5;3.18;0.6;-0.32;0.68;1.92;0.92;2;1.24;1.34;0.92;1.5;1.08;-0.4;2.68;1.26;1.24;1;1.42;1.26;5.76;1.34;1.84;0.76;1.92;1.42;1.34;0.84;0.84;0.58;1.1;2;3.02;0.84;1.24;1;1.42;1.26;5.76;1.34;0.92;1.32;1.16;0.5;1.6;0.92;1.42;0.16;0.84;-0.5;1.32;1.92;
96;0.18;1.92;0.5;3.64;2.24;1.58;2.16;-0.16;0.66;2.74;-0.1;-0.26;1.18;2.34;1.42;2.5;1.26;1.5;1.76;1.68;1.58;0;0.92;0.92;1.84;1.26;2.16;1.92;3.1;1.58;3.18;0.84;2.26;1.74;0.66;1.16;1.16;0.6;2;2.6;2.16;0.84;1.84;1.26;2.16;1.92;3.1;1.58;1.32;1.66;1.66;1.26;1.24;1.32;2.08;1;1.08;2.34;0.74;0.16;
97;1.92;0.9;0.84;2.08;3.74;1;1.92;-0.66;0.58;2.34;-0.08;0.16;1.76;1.82;0.92;1.76;0.24;1.16;1.5;2;1.1;0.08;0.66;0.66;1.34;1.08;1.42;1.26;2.74;1.08;2.4;0.74;2;1.6;0.76;0.5;1.1;0.66;1.24;1.74;3.76;1.08;1.34;1.08;1.42;1.26;2.74;1.08;1.76;1;1.08;0.82;2.08;0.92;1.92;-0.16;0.58;2.92;1.08;1.66;
98;4;1.66;0.9;2.82;2.4;1.5;3.1;1.74;1.18;3.1;-0.16;0.5;2.86;2;1.92;2.92;0.84;1.76;2.24;1.08;1.32;0.08;0;1.42;2;1.34;1.76;2.08;0.84;1.92;3.44;0.84;2.34;1.66;1.24;1.16;1.42;0.66;2.02;1.68;2.76;1;2;1.34;1.76;2.08;0.84;1.92;1.92;2.08;1.48;0.84;1.42;2;3.1;3;2.58;2.16;0.5;0.58;
99;2.84;1.08;0.58;2.08;3.74;1.24;2.16;0.68;0.42;2;-0.5;0.34;2.52;1.52;1.66;1.82;1.34;1.08;1.6;0.68;1.26;0.16;0.76;0.5;1.84;0.92;1.16;1.58;0.5;0.92;2.66;0.5;1.74;1.26;1.26;0.76;1.42;0.5;1.42;1.08;4.24;1.08;1.84;0.92;1.16;1.58;0.5;0.92;1.42;0.92;1.26;0.48;1.76;0.98;2.34;-0.24;1.18;0.6;0.92;2.02;
100;4.34;0.84;1.08;3.32;2.4;1.58;1.84;0.66;0.58;2.76;-0.58;0.68;1.18;2.32;1.34;2.18;0.76;2.08;2.24;1.42;1.68;0.76;0.74;1.68;2.34;1.26;1.5;1.92;0.08;1.76;3.84;-0.18;2.34;1.66;1.08;1.5;1.42;0.34;2;1.18;2.92;0.92;2.34;1.26;1.5;1.92;0.08;1.76;1.58;1.66;1.4;0.68;1.08;1.84;3.08;1.82;3.24;2.42;0.58;1.4;
101;2.16;1.16;0.76;2.32;4.16;1.16;1.5;1.66;0.92;2.42;-0.76;0.9;1.52;1.42;0.84;1.74;1.58;1;1.5;1;0.9;0;1.6;0.82;1.32;0.92;1;1.68;-0.32;1;2.58;0;1.5;1.26;1.76;0.66;1.08;0;1.08;0.32;4.68;0.5;1.32;0.92;1;1.68;-0.32;1;1.18;0.9;1.5;0.24;1.92;1.32;1.58;-0.16;1.76;2.08;1.16;0.92;
102;2.02;0.58;1;3.16;2.56;1.5;1.92;0.34;1.24;3.74;-0.42;0.92;0.58;2.1;1.24;2.18;0.92;1.92;1.52;1;1;0.74;0.92;1.26;1.84;1.32;1.18;2.42;0.16;1.84;3.6;0.34;1.76;1.32;1.32;1.1;1.66;0.08;2.26;0.5;3.5;1.26;1.84;1.32;1.18;2.42;0.16;1.84;1.82;1.08;1.66;0.58;1.34;1.66;2.68;-1;0.08;2.08;0.34;0.42;
103;0.32;0.92;0.82;2.74;4.16;1.32;1.5;1.5;0.42;2.26;-0.92;0.42;1.18;1.24;0.84;1.58;0.82;1.42;1.24;0.58;1.34;0.5;1.24;0.58;1.5;1.1;1;1.34;0.16;1.08;3;0.26;1.24;1.18;2.42;0.82;1.26;0;1.5;0.34;4.68;0.24;1.5;1.1;1;1.34;0.16;1.08;1.1;0.76;1.08;0.34;2.16;1.26;1.5;0.74;1.76;1.58;1.08;1.68;
104;3.34;0.82;1.16;3;2.74;1.74;2.42;0.42;0.26;2.68;-0.66;0;1.18;2;2.42;2.34;0.6;1.92;1.68;0.42;0.92;1.1;0.76;0.84;2;1.58;0.84;2.32;0.1;1.76;4.26;0.5;1.84;1.42;0.84;0.76;1.58;0.26;1.82;-0.34;3.16;0.68;2;1.58;0.84;2.32;0.1;1.76;1.74;1.24;1.58;0.66;1.26;1.56;2.66;0.26;2.08;2.34;0.4;2.58;
105;1.42;0.84;0.76;2.56;4.4;0.84;1.76;0.26;0.16;2.24;-1.26;0.18;1.86;1.42;1.16;1.34;1.5;0.66;1.5;0.5;1.34;0.5;0.82;0.42;1.52;1;1.34;1.52;-0.26;1;3.16;-0.18;1.08;1;0.66;0.66;1.16;0;1.76;-0.42;4.68;0.92;1.52;1;1.34;1.52;-0.26;1;1.18;0.74;1.32;0.08;1.84;0.92;2.34;0.58;-0.58;2.18;0.5;1.16;
106;2.5;1;1.56;3.42;2.66;1.24;2.68;1.92;0.66;2.92;-0.66;0.16;2.26;1.76;1.84;2.16;0.66;1.26;2.24;0.5;1.26;1.16;0.42;0.24;2.24;1.34;0.66;2.5;0.34;1.74;4.34;0.6;1.18;0.92;1.26;1.1;1.68;0.34;1.92;-0.58;3.18;0.24;2.24;1.34;0.66;2.5;0.34;1.74;2.08;1.24;1.66;-0.24;1.24;1.66;2.84;1.18;2.24;2.32;0.34;0.76;
107;1.5;0.5;1.08;1.16;4.06;0.82;1.5;0.92;0.26;1.84;-0.76;0.16;2.1;1.24;1.42;1.68;1;1.16;1.6;0.5;0.9;0.76;0.84;0.34;1.76;0.58;0.58;1.74;0.66;1.26;3.18;0.08;0.82;0.74;0.84;0.66;1.26;0;1.18;-0.66;4.66;0.5;1.76;0.58;0.58;1.74;0.66;1.26;1.5;0.84;1.16;0;2.18;1.08;2.16;1.66;1.26;1.92;0.82;1.5;
108;3.68;0.9;1.26;3.82;2.5;1.58;2.16;0.5;-0.42;2.76;-0.74;0.34;2.36;1.42;2;1.66;0.34;1.1;2.08;0.58;1.92;0.66;0.08;0.92;2.26;0.84;1.26;2.26;0.16;1.16;4.66;0.24;1.18;0.84;0.58;0.66;1.5;0;2.24;-0.92;3.34;0.5;2.26;0.84;1.26;2.26;0.16;1.16;1.92;1;1.42;-0.18;1.42;1.42;3.26;-0.76;3;1.58;0.42;0.74;
109;3.34;0.42;1.32;2.24;3.4;1.26;1.26;0.5;0.16;2;-0.5;0.5;0.84;0.84;1.26;1;0.74;1.16;1.58;0.26;1.1;1.5;-0.08;0.24;1.58;0.58;0.82;1.58;1.34;0.92;3.1;-0.16;0.74;0.66;1.08;0.68;1.42;0;1.26;-0.5;4.42;0.5;1.58;0.58;0.82;1.58;1.34;0.92;1.34;0.58;1.32;-0.24;1.92;0.74;2.42;1.84;0.42;1.68;0.58;0;
110;2.76;-0.16;1.58;2.9;2;1.82;1.66;1.58;0.5;2.18;-0.76;1.16;1.68;1.16;1.66;1.5;0.76;1.42;1.76;0.74;1.66;1.34;-1.34;1;1.76;0.92;1.26;1.84;0.76;1.18;4.42;-0.16;0.92;0.76;0.34;0.82;1.5;-0.26;1.66;-1;3.18;0.26;1.76;0.92;1.26;1.84;0.76;1.18;1.76;0.58;1.92;-0.34;1.32;1;3.84;-0.58;2.08;1.16;0.34;1.76;
