PUNTO;A 2023_0089 1;A 2024_0092 3;A 2024_0098 3;A 2024_0116 3;A 2024_0079 3;A 2024_0105 3;B 2023_0089 23;B 2024_0092 19;B 2024_0098 19;B 2024_0116 19;B 2024_0079 19;B 2024_0105 19;C 2023_0089 25;C 2024_0092 26;C 2024_0098 26;C 2024_0116 26;C 2024_0079 26;C 2024_0105 26;D 2023_0089 26;D 2024_0092 27;D 2024_0098 27;D 2024_0116 27;D 2024_0079 27;D 2024_0105 27;E 2023_0089 43;E 2024_0092 41;E 2024_0098 41;E 2024_0116 41;E 2024_0079 41;E 2024_0105 41;F 2023_0089 50;F 2024_0092 50;F 2024_0098 50;F 2024_0116 50;F 2024_0079 50;F 2024_0105 50;G 2023_0089 64;G 2024_0092 64;G 2024_0098 64;G 2024_0116 64;G 2024_0079 64;G 2024_0105 64;H 2023_0089 43;H 2024_0092 41;H 2024_0098 41;H 2024_0116 41;H 2024_0079 41;H 2024_0105 41;I 2023_0089 45;I 2024_0092 47;I 2024_0098 47;I 2024_0116 47;I 2024_0079 46;I 2024_0105 47;J 2023_0089 46;J 2024_0092 48;J 2024_0098 48;J 2024_0116 48;J 2024_0079 47;J 2024_0105 48;
467;0.18;-1.08;-0.5;0;0;0;-0.18;-3;-0.84;-1.08;-0.26;-1.84;0.08;0;0.18;-0.18;0.34;-0.18;0;-0.26;-0.34;0.08;0.32;7.58;0.1;0;0;-0.08;-0.26;-0.34;0.18;0;-0.08;0.16;-0.5;-0.24;0;0;-0.32;-0.32;-1;-0.4;0.1;0;0;-0.08;-0.26;-0.34;-0.16;-0.26;0;-0.1;-0.18;-0.16;-0.08;2.58;-0.42;-0.82;0;-1.08;
468;0;0.74;-0.68;-0.1;-0.08;0.08;0;-0.84;-1.16;0.42;-0.32;1.1;-0.08;0;-0.18;0;0;-0.24;0.16;-0.08;-0.08;0.34;0.1;-15.52;-0.18;0.16;-0.4;-0.08;0;-0.24;-0.08;-0.16;-0.26;0;-0.6;-0.18;-0.08;-0.24;-0.1;0;-0.24;-0.26;-0.18;0.16;-0.4;-0.08;0;-0.24;0;-0.08;-0.16;-0.24;-0.08;-0.24;0.08;-0.76;1;0.16;-0.26;-0.34;
469;-0.18;-0.66;-0.32;-0.16;-0.26;-0.18;0;2.68;-0.5;-0.84;-0.34;1.82;-0.1;0.08;0.18;0;-0.16;0;-0.26;0;-0.08;0;0.4;-12.02;-0.08;-0.08;-0.1;0.08;0.08;-0.16;0.16;0;-0.16;-0.08;-0.74;-0.08;-0.34;-0.34;-0.24;-0.1;-0.18;-0.34;-0.08;-0.08;-0.1;0.08;0.08;-0.16;0.08;-0.08;0.08;0.08;-0.34;0.16;0.08;-0.82;-1.5;1;-0.16;1;
470;0;0.58;-0.34;-0.16;0;-0.24;-0.4;-3.1;-0.68;0.92;-0.42;-2.24;-0.24;0.08;0.24;-0.08;-0.08;-0.18;-0.42;0;0.08;0.16;0.1;10.94;0;0;-0.24;0.16;-0.32;-0.18;-0.08;-0.26;0;-0.08;-0.58;-0.24;-0.16;0;-0.34;-0.16;-0.5;-0.5;0;0;-0.24;0.16;-0.32;-0.18;-0.26;-0.82;-0.08;-0.24;-0.08;-0.34;-0.24;0.32;-0.26;0.08;-0.08;-2;
471;-0.08;-0.5;-0.16;-0.08;-0.24;-0.08;-0.1;1.84;-0.5;-0.66;-0.34;1.24;0.08;0.08;0.08;-0.34;-0.18;-0.08;0.1;-0.08;-0.16;0.16;0.24;4.26;-0.16;-0.24;-0.42;0.58;-0.18;0;-0.18;0;0.16;0.16;-0.6;-0.08;-0.08;-0.16;-0.08;-0.34;-0.16;0;-0.16;-0.24;-0.42;0.58;-0.18;0;-0.24;-0.5;0.16;0.16;-0.24;0;-0.18;0.76;-0.82;0.26;-0.34;0.84;
472;0.08;-0.58;-0.58;-0.26;-0.08;-0.08;-0.08;-4.18;-0.74;-0.76;-0.4;-0.4;-0.26;-0.08;0.18;0.1;-0.16;0.08;-0.1;-0.16;-0.26;0.18;0.34;-3.02;-0.18;0;-0.58;-0.42;-0.16;-0.32;0.1;-0.08;-0.5;0.18;-0.4;-0.1;-0.18;-0.08;-0.34;0.1;-0.26;-0.58;-0.18;0;-0.58;-0.42;-0.16;-0.32;-0.08;0;-0.16;-0.24;-0.26;-0.16;0.26;-1.08;1.16;0.42;-0.08;-0.76;
473;-0.08;-0.66;-0.08;0.08;-0.16;0.08;-0.16;2.6;-0.34;-0.66;-0.18;-0.68;-0.16;0.18;0.08;-0.26;-0.08;-0.16;-0.08;-0.1;0;0;0.08;-3.66;-0.08;0;-0.08;0;-0.08;-0.1;-0.26;-0.08;-0.24;-0.18;-0.76;-0.24;-0.42;-0.1;0.18;0;-0.08;-0.34;-0.08;0;-0.08;0;-0.08;-0.1;0.08;-0.1;-0.16;-0.1;-0.24;0;-0.08;2;0.58;-0.68;-0.34;0.58;
474;-0.16;-0.5;-0.18;-0.24;-0.1;-0.18;-0.08;-2.76;-0.24;0.4;-0.08;0.42;-0.08;0;0.16;-0.08;-0.18;-0.16;-0.08;0;-0.08;0.16;0.08;-3;0;0.08;-0.5;0;-0.08;-0.32;0.08;0;-0.08;0;-0.16;-0.26;0;0;-0.18;-0.34;0.18;-0.4;0;0.08;-0.5;0;-0.08;-0.32;-0.26;0.18;0.16;0.1;-0.42;-0.34;-0.26;-0.42;-0.58;-0.42;-0.16;0.5;
475;0.08;-0.26;0.18;0;-0.4;-0.16;-0.08;3.08;-0.18;-0.4;-0.34;-0.84;-0.18;0.08;0.42;-0.26;0;-0.26;0;-0.08;0.08;0;0.26;-5.86;-0.16;-0.26;-0.68;-0.16;-0.1;-0.18;-0.24;-0.34;0.08;0.18;-0.6;-0.16;-0.24;-0.32;0.18;-0.26;0.5;-0.26;-0.16;-0.26;-0.68;-0.16;-0.1;-0.18;0.18;-0.18;-0.16;-0.26;-0.26;0.18;0;-1.16;0.16;0;-0.16;-0.16;
476;0;-0.4;-0.34;-0.34;0;-0.08;0.08;0;-0.16;-0.1;-0.08;-1.08;-0.08;0;-0.08;0.1;0;-0.24;-0.24;-0.16;-0.24;0.34;0.08;-5.5;0;-0.16;-0.42;0;0;-0.32;-0.1;0.18;0;0;-0.4;-0.42;0;0;0.08;-0.32;0.82;-0.5;0;-0.16;-0.42;0;0;-0.32;-0.08;0;0.08;-0.34;-0.16;-0.34;0.26;-0.18;-0.92;-0.32;-0.16;-0.58;
477;-0.34;-0.26;-0.08;-0.08;-0.26;-0.08;-0.26;0.1;0.42;0.26;-0.08;-0.84;0.16;0.16;0.34;0;0.1;0.08;-0.18;0;0.16;0.24;0.42;9.1;0.08;0.08;-0.32;-0.16;-0.16;0;0;-0.1;-0.08;0;-0.34;0.08;-0.16;-0.08;0.08;-0.18;0;-0.42;0.08;0.08;-0.32;-0.16;-0.16;0;-0.1;0;0;0.1;-0.08;0.08;-0.26;0.92;-0.4;0;-0.26;-1.6;
478;0.34;-0.42;-0.08;-0.24;-0.08;-0.16;0.26;-0.76;0.34;0.92;-0.08;-0.16;-0.16;0;0.24;0;0.08;-0.42;-0.08;0.08;-0.08;-0.08;0.32;22.04;-0.16;0.08;-0.6;0;0.26;-0.18;-0.24;-0.08;0.24;-0.18;-0.42;-0.24;-0.26;-0.42;0.26;0.08;0.18;-0.24;-0.16;0.08;-0.6;0;0.26;-0.18;-0.08;0;0.24;-0.1;-0.08;-0.08;-0.08;0;1.58;0.82;-0.24;1.6;
479;-0.34;-0.16;0.08;-0.08;0.08;0;0.08;-0.58;0.08;-0.5;0;0.42;0;-0.08;0.08;-0.26;0;-0.08;-0.08;-0.08;-0.08;0.26;0.1;-11.28;0;-0.08;-0.4;-0.18;0;-0.16;0.16;-0.08;0;0.26;-0.42;-0.18;-0.08;-0.08;-0.1;-0.24;-0.42;-0.18;0;-0.08;-0.4;-0.18;0;-0.16;-0.16;0.1;0.08;-0.16;-0.26;0.16;-0.08;-0.92;-0.26;0.42;0;-1.08;
480;0.08;-0.24;-0.34;0;-0.24;0.08;-0.26;0.42;0;1;-0.18;-2;-0.08;0.24;0.26;0;-0.08;0.08;0.08;0;0.08;0.08;-0.18;7.86;-0.1;0;-0.42;0.18;-0.18;-0.26;0;-0.16;-0.16;-0.08;-0.34;0;-0.08;-0.1;-0.32;-0.08;-0.34;-0.58;-0.1;0;-0.42;0.18;-0.18;-0.26;0;-0.18;-0.16;-0.08;-0.08;-0.5;0;0;-0.74;-1.16;-0.34;-1.02;
481;0;-0.1;0.34;-0.1;0.16;0;0.26;-1.34;0.08;-0.08;-0.16;1.5;-0.08;-0.24;0.08;-0.26;0.08;-0.34;-0.08;0.08;-0.08;0.08;0.34;12.34;0.18;-0.08;-0.6;-0.76;-0.16;-0.24;0.26;0.08;-0.18;0;-0.66;-0.24;0;0;-0.08;0;-1.24;-0.16;0.18;-0.08;-0.6;-0.76;-0.16;-0.24;0;-0.08;0;0.08;-0.26;0.1;0;-0.74;-0.08;0.66;-0.16;0.5;
482;0.18;-0.24;-0.08;0;-0.34;-0.18;-0.26;1.08;0.16;-0.26;0;0.24;-0.1;0.34;0.58;0;-0.18;0.08;-0.16;0.08;-0.08;0.34;0.16;-1.24;-0.26;-0.08;-0.5;-0.08;-0.26;-0.08;0.34;-0.26;0.1;0.16;-0.24;-0.16;-0.08;0;0;-0.08;-0.42;-0.58;-0.26;-0.08;-0.5;-0.08;-0.26;-0.08;-0.08;0.16;0;-0.24;-0.32;-0.26;-0.08;0.74;-0.1;0.42;-0.18;-0.16;
483;0.08;-0.08;-0.26;-0.32;-0.24;-0.32;-0.24;-2.5;0.34;0.42;-0.08;-1;-0.24;0.24;0.08;0;-0.32;-0.32;-0.26;-0.08;0;0.08;0.18;-2.34;0.08;0.08;-0.24;-0.34;0;-0.18;0.08;-0.08;0;0.16;-0.76;-0.18;-0.1;-0.24;-0.34;-0.18;-0.76;-0.26;0.08;0.08;-0.24;-0.34;0;-0.18;0;-0.08;0.08;-0.18;-0.26;-0.08;0;-0.92;0.34;-0.24;-0.24;0.34;
484;-0.34;-0.16;0;0.16;-0.08;-0.08;0;2.5;-0.34;0.66;0.16;0.34;-0.08;0.08;0;-0.08;0.16;-0.26;0;-0.08;0;0.08;0;-1;-0.08;-0.08;-0.34;-0.16;-0.16;-0.32;0.24;-0.16;-0.26;-0.08;-0.34;-0.16;-0.32;-0.26;-0.08;-0.24;-0.16;-0.24;-0.08;-0.08;-0.34;-0.16;-0.16;-0.32;-0.1;0;0;0.18;-0.08;-0.16;0;0;-1.58;-3.6;-0.08;-0.92;
485;0;-0.18;-0.08;-0.16;-0.08;0.08;-0.18;-2.08;-0.42;-0.66;0;-0.76;-0.1;0;0.26;-0.16;-0.16;0;-0.08;-0.08;0.08;-0.08;0.16;16.18;-0.08;0;-0.58;-0.5;-0.08;-0.1;0.26;0;0.08;0.08;-0.58;-0.08;-0.18;-0.24;-0.18;0.32;0;-0.1;-0.08;0;-0.58;-0.5;-0.08;-0.1;0;0.08;0.08;-0.08;-0.08;0.08;0;1;0.58;1.1;-0.34;0.66;
486;-0.16;-0.16;0;-0.26;-0.08;-0.34;-0.24;1.66;-0.5;1;-0.32;0.76;-0.24;-0.08;0.32;0;-0.26;-0.24;-0.34;-0.42;0.16;0.58;0.26;7.02;-0.16;-0.18;-0.5;-0.16;0;-0.16;-0.34;-0.16;0;0.18;-0.5;-0.42;0.1;-0.16;0;-0.5;-0.08;-0.5;-0.16;-0.18;-0.5;-0.16;0;-0.16;-0.08;-0.4;-0.08;-0.18;-0.16;-0.26;-0.08;0.34;0.5;-2.84;0;-0.58;
487;0;-0.08;0.08;0.1;-0.34;-0.16;-0.08;0.68;-0.32;-0.08;0.16;-0.16;-0.26;0.08;0;-0.16;0;-0.18;0;-0.26;-0.08;-0.16;0.16;-0.42;-0.26;0;0.08;-0.26;0.08;-0.34;-0.24;-0.1;0.18;0.08;-0.5;-0.08;-0.42;-0.1;-0.24;-0.08;0;-0.16;-0.26;0;0.08;-0.26;0.08;-0.34;-0.32;-0.26;0;-0.08;-0.18;-0.24;-0.26;-0.24;1.5;-1.26;-0.24;0.26;
488;0.08;-0.08;-0.08;-0.18;-0.08;-0.16;-0.08;-0.34;-0.34;-1.08;0.24;-0.6;0.08;-0.08;0.34;0.08;0;0;0.08;0.08;-0.08;0.24;0.08;4.92;-0.08;0;-0.42;0.16;-0.08;-0.08;-0.26;-0.32;-0.18;0.08;-0.5;-0.18;0;-0.5;0.08;0.26;0.24;-0.42;-0.08;0;-0.42;0.16;-0.08;-0.08;0.24;0.08;0;0.08;-0.16;0.16;0.08;-1.1;-1.08;-1;-0.08;-1;
489;-0.16;-0.18;0.16;-0.08;0;-0.18;-0.1;-3.18;-0.34;0.58;-0.08;-0.16;0.1;0.08;0.16;-0.18;0.08;-0.32;-0.16;-0.08;0.08;0.08;0.08;-4.5;0.16;-0.16;-0.24;0.1;0;-0.16;-0.16;-0.26;-0.08;0.08;-0.66;-0.32;-0.18;0.08;-0.26;-0.18;0.18;-0.34;0.16;-0.16;-0.24;0.1;0;-0.16;-0.08;-0.16;0.08;-0.08;-0.26;-0.32;-0.08;-0.66;-0.58;-0.5;-0.34;0.9;
490;0;-0.08;-0.08;-0.16;-0.08;0;0.1;4.18;1.6;0.58;-0.08;0.26;-0.18;0;0.18;-0.16;0;-0.08;-0.08;-0.32;-0.16;0;0.18;-0.84;-0.24;0;-0.26;-0.18;-0.08;-0.34;-0.26;0.18;-0.08;-0.16;-0.6;0;-0.16;-0.16;0.1;-0.32;-0.1;-0.58;-0.24;0;-0.26;-0.18;-0.08;-0.34;-0.16;-1.24;-0.16;-0.08;0.1;-0.1;-0.08;0;0.5;-1.84;0;-0.66;
491;-0.1;0;0;-0.26;-0.26;0;-0.1;-0.08;-1.68;-0.42;0.08;-0.52;-0.08;0.18;0;0;-0.08;-0.26;-0.08;0.32;0.08;-0.08;0.08;11.78;0;-0.24;-0.24;0.08;0;0.08;-0.34;-0.26;-0.08;0;-0.24;-0.08;0;0;-0.26;0.16;0.34;-0.42;0;-0.24;-0.24;0.08;0;0.08;0.16;-0.16;-0.16;0;-0.26;0.18;0.08;1.08;-0.5;-0.58;0;0.26;
492;0.1;0.08;0.26;-0.08;0;-0.08;-0.08;-0.26;-3.34;-1.16;0.08;-0.66;0;0.08;0.08;-0.08;0.08;0;0;-0.24;0.16;0.18;0.16;19.36;-0.16;0.08;-0.26;-0.08;-0.26;0.1;-0.24;0;0;0.16;-0.5;0;-0.26;-0.24;0.26;-0.24;0.16;-0.16;-0.16;0.08;-0.26;-0.08;-0.26;0.1;-0.16;0;0.16;-0.34;0.16;-0.18;-0.16;-1.08;0.5;-1;-0.16;-1.76;
493;-0.1;0.08;0.16;-0.08;0;0.16;0;0.68;-0.84;-0.26;-0.16;0.34;-0.16;0;0.34;-0.08;0;-0.08;-0.42;0;0;0.16;0.42;28.72;0;0.16;0.16;-0.16;0.08;-0.18;-0.34;-0.16;0.08;0;-0.34;0.08;0.1;-0.18;-0.1;-0.18;0.26;-0.16;0;0.16;0.16;-0.16;0.08;-0.18;-0.26;-0.1;0.08;0.08;-0.24;-0.08;-0.18;3.16;0;0.34;-0.08;1.42;
494;-0.16;-0.08;0;-0.24;-0.08;-0.16;0.08;-0.58;-0.4;-0.58;0.34;1.16;0;0;0.24;-0.08;0;-0.26;0.08;0.08;0;-0.16;-0.26;6.5;0;-0.24;-0.24;0;0;-0.16;-0.08;-0.18;-0.08;0.08;-0.32;-0.18;0;-0.16;-0.16;-0.16;-0.16;-0.34;0;-0.24;-0.24;0;0;-0.16;0;0;-0.16;0;-0.08;0.18;-0.08;0.76;0.42;-0.58;0.08;-0.42;
495;0.08;0;0.08;-0.1;-0.34;0.16;-0.24;0;-0.18;0.34;0.08;-1.84;-0.18;0.08;0.08;0;0.1;-0.16;-0.08;-0.08;-0.16;0.24;0.34;-4.26;0.08;0.08;0.16;0;-0.08;-0.08;-0.08;0.08;-0.1;0;-0.42;-0.16;-0.26;0.08;-0.42;0;0;-0.16;0.08;0.08;0.16;0;-0.08;-0.08;0;-0.16;-0.08;-0.24;-0.08;0.16;0.18;0.34;-0.84;-0.26;-0.26;-1.58;
496;0.08;0.26;-0.08;-0.16;0.1;-0.08;0.24;0.08;-0.24;-0.08;-0.16;-0.24;-0.08;0.16;0;-0.1;-0.1;-0.34;0.08;0;-0.26;0.34;0.5;-10.26;-0.08;-0.08;-0.24;0;0.18;0;-0.08;-0.08;-0.08;0;-0.34;-0.08;0.08;-0.16;-0.82;-0.26;-0.1;-0.1;-0.08;-0.08;-0.24;0;0.18;0;-0.16;0;-0.08;0;-0.18;-0.26;-0.18;-0.18;-0.08;-0.58;0.08;-0.08;
497;-0.32;-0.08;-0.08;0;-0.18;-0.16;-0.16;1.34;-0.5;0.24;0;2;0.26;0.18;0;0;-0.32;0.18;-0.08;-0.18;0;-0.08;0.08;4.08;0.08;0.08;-0.18;0.08;0;-0.08;-0.26;0.08;-0.24;0;-0.66;0;-0.42;0;-0.26;0.18;-0.4;-0.24;0.08;0.08;-0.18;0.08;0;-0.08;0.24;0.16;-0.08;0.08;0.08;-0.08;0;-0.5;1.32;-0.08;-0.16;0.82;
498;0.08;0.16;0;-0.16;-0.16;0;-0.34;-1.6;0.08;-0.16;-0.1;-0.66;-0.6;0.16;0.18;-0.32;0.16;-0.68;-0.42;0.1;0.08;0;0.08;10.7;-0.5;-0.18;-0.08;0;0.08;-0.1;-0.32;-0.08;0.08;0;-0.18;-0.18;-0.16;-0.08;-0.34;-0.26;-0.5;-0.26;-0.5;-0.18;-0.08;0;0.08;-0.1;-0.24;0.1;-0.18;-0.32;-0.08;0.18;-0.24;1;0;0.24;0.08;-0.16;
499;-0.08;0.16;0;-0.26;-0.08;0;-0.24;0.68;0.16;-1.08;0.34;0.08;0;0.16;0.08;-0.08;0;-0.08;0;-0.1;-0.24;0;0.42;18.52;0;0.18;-0.16;-0.24;0.5;0.18;-0.34;0.08;-0.08;0.1;-0.66;-0.16;-0.24;-0.1;-0.5;0;-0.52;0;0;0.18;-0.16;-0.24;0.5;0.18;-0.18;0.08;0;-0.1;-0.16;-0.1;-0.18;-0.08;-0.82;-0.08;-0.16;0.58;
500;-0.08;0.08;0.16;-0.16;0.08;-0.08;-0.16;1.92;0.16;0.4;0;0.16;-0.34;0.18;0.16;-0.18;0;-0.24;0;0.5;0.24;0;-0.08;-9.68;-0.26;-0.08;0.24;0.16;-0.26;0;-0.08;0;0;0.08;-0.42;0;-0.1;0.26;-0.58;-0.34;-0.58;-0.24;-0.26;-0.08;0.24;0.16;-0.26;0;0.1;0;0.18;-0.08;0.08;0;0.1;0.42;0;-0.24;-0.08;-1.32;
501;0;0.1;5.06;0.08;-0.16;0.16;-0.1;-0.92;0.34;-0.24;0;-2.5;0.08;0.24;0.34;-0.08;-0.08;-0.26;-0.16;0;0;0.24;0;-21.96;0.08;0;-0.08;0;0.18;0.32;-0.26;-0.16;0;0.24;-0.5;0.08;-0.24;-0.08;-0.16;0.18;-0.82;0.08;0.08;0;-0.08;0;0.18;0.32;-0.34;-0.18;0;0;-0.26;0.1;0;-0.42;0.74;-0.1;-0.08;-0.92;
502;-0.1;0.08;-0.16;-0.16;0;-0.08;0;-0.42;0.34;-0.16;-0.42;1.08;-0.08;0.08;0.24;-0.16;-0.18;-0.16;-0.18;-0.32;0;0.08;-0.08;-20.94;-0.16;0.16;0.34;-0.16;0;0.18;0.34;0.16;0;-0.16;-0.34;-0.08;-0.5;-0.26;-0.58;0.32;-0.76;-0.42;-0.16;0.16;0.34;-0.16;0;0.18;0;-0.32;0.08;-0.08;-0.24;0.16;-0.26;0.08;-1.74;1.76;-0.26;1.42;
503;0;0.16;-0.58;-0.08;-0.26;0;-0.16;0.74;0.08;-0.26;0.18;0.84;0;0;0.18;0;0;-0.34;0.08;0.32;0.26;0.08;0.08;4.68;-0.16;-0.08;-0.26;0.16;0;-0.08;0.5;-0.24;-0.26;0;-0.58;0.08;0.16;-0.08;-0.26;-0.32;-1.16;-0.5;-0.16;-0.08;-0.26;0.16;0;-0.08;-0.08;0;0;-0.08;-0.08;0.16;-0.16;0.26;0.58;-0.66;0;-0.1;
504;-0.24;0.08;-0.74;-0.42;-0.16;0.16;0.08;-2.32;0.26;0.66;0.08;0.24;-0.42;0.26;0.24;-0.18;-0.16;0;-0.4;-0.32;0;0.18;0.42;24.2;0.08;0.24;0.1;0.16;0.16;0.08;0.84;0;0.26;0.34;-0.42;-0.16;-0.08;-0.34;0.34;0.08;-0.68;-0.66;0.08;0.24;0.1;0.16;0.16;0.08;0.08;0.08;-0.18;-0.08;0;-0.16;0.08;-0.92;-0.34;-1.1;-0.08;-0.16;
505;0.16;-0.08;-0.5;-0.08;0;-0.16;0;-0.34;0.4;-0.82;0.08;-0.08;0.08;0.08;0.26;-0.08;0.34;-0.08;0;0;0.08;-0.26;0.26;26.38;0;-0.24;-0.1;-0.24;-0.26;-0.18;0.58;0;-0.18;-0.18;-0.5;0.08;0.08;0.18;0;-0.08;-1.24;-0.42;0;-0.24;-0.1;-0.24;-0.26;-0.18;-0.08;-0.08;0.26;-0.16;0.08;-0.08;-0.18;-0.42;-0.08;1.1;-0.08;0.26;
506;-0.08;5.72;-0.08;0;-0.26;0.34;0.08;3.58;0.5;0;0.08;-0.42;0.1;0.16;0.34;-0.16;0.08;0.08;0.08;-0.08;0.18;0.18;0.24;23.28;0.08;0;0.1;0.16;0.26;0.26;0.74;-0.08;0.18;0.1;-0.24;-0.24;-0.16;-0.42;0.08;-0.18;1.92;-0.42;0.08;0;0.1;0.16;0.26;0.26;-0.08;-0.26;-0.08;-0.18;-0.16;0.16;-0.08;-0.74;-0.16;0.4;-0.16;0.24;
507;-0.08;0.34;2.64;0.08;0.26;-0.1;-0.24;-1.32;0.92;0.32;0.34;0.6;-0.18;0.18;0;0.08;0;0.08;-0.08;0.08;0;-0.1;0.26;1.84;-0.08;0;0.24;-0.08;0;-0.08;0.68;0;0.16;-0.1;-0.26;-0.1;-0.08;0;0.5;-0.08;4.66;-0.34;-0.08;0;0.24;-0.08;0;-0.08;0;-0.82;0.32;-0.16;-0.26;0.08;0;0.82;0.08;-0.16;-0.26;-0.24;
508;-0.08;-1;0.6;-0.5;-0.16;0;0;1.82;1;-0.74;0.42;-0.34;-0.16;0.16;0.08;-0.24;0.34;0.5;-0.18;-0.18;-0.1;0;0.16;3.18;-0.18;0.08;0.16;0.08;0;0.08;0.5;-0.08;-0.08;0.26;-0.32;0.1;-0.26;0;0;0.08;3.42;-0.24;-0.18;0.08;0.16;0.08;0;0.08;-0.1;-0.08;-0.08;0.08;0;0.08;-0.16;-1.42;1.42;-1.16;0.26;-0.84;
509;0.08;-0.66;0.58;0;-0.18;-0.08;0.08;-0.5;0.76;0.32;0.08;-0.66;0.24;-0.16;0.16;0.16;0.32;0;0;-0.16;0;0.26;0.34;-13.94;-0.08;-0.08;0;0.16;0.16;0.08;0.42;-0.1;0.08;-0.08;-0.34;0.08;0;0.16;0.08;0.1;4.6;-0.5;-0.08;-0.08;0;0.16;0.16;0.08;0;-0.5;0;-0.08;0;0;-0.08;0.42;0.32;1.42;0;0.66;
510;-0.16;-0.58;-0.5;0;0.26;0.34;-0.08;-2.84;0.42;0.52;0.34;-0.68;-0.5;0.24;0.34;-0.16;0;0.26;-0.16;-0.08;0.34;0.08;0.16;14.52;-0.08;-0.08;0;-0.08;0.08;0.26;0.5;-0.16;0;0.08;-0.18;0;-0.16;-0.5;0;0;3;-0.34;-0.08;-0.08;0;-0.08;0.08;0.26;-0.24;-0.58;-0.08;-0.16;0;0;-0.08;-1.08;0.52;0;-0.18;-0.92;
511;-0.1;-0.34;-0.18;0.08;-0.26;-0.26;-0.34;4.02;-0.08;0.58;0.16;-0.42;0;0.26;-0.08;-0.26;0.18;-0.08;-0.16;-0.08;-0.16;0;0.16;13.86;-0.16;0;0;0;0.1;-0.18;0.24;-0.16;-0.16;0.24;-0.16;0;-0.08;0.26;0.16;0.16;3.84;-0.08;-0.16;0;0;0;0.1;-0.18;0;0.16;0.24;0.08;0.08;0.26;-0.18;1;-0.84;0.5;-0.24;-0.42;
512;-0.08;-0.5;-0.74;-0.16;-0.16;0.1;-0.16;-1.42;-0.08;0.42;0;0.34;-0.08;0.08;0.4;-0.08;0.08;0.16;-0.26;0.16;0.16;0.08;0.1;2;-0.18;-0.1;0.1;0.08;0;0;0.26;0.16;-0.08;0;-0.16;-0.18;-0.18;-0.34;0;-0.26;2.58;-0.66;-0.18;-0.1;0.1;0.08;0;0;-0.26;0.16;-0.08;-0.08;-0.08;-0.08;0;-0.34;-1.76;1.08;0.08;0.34;
513;0;-0.32;-0.5;0.08;0.16;0;-0.18;0.24;-0.18;-0.42;-0.08;0.34;0;0.24;0.1;-0.08;0.24;-0.08;0.08;0;0;0.1;0.4;26.62;0;-0.08;0.16;0.18;0;0.08;0.24;-0.08;0.08;0.1;-0.26;-0.16;-0.16;0;0.26;0;3.42;-0.1;0;-0.08;0.16;0.18;0;0.08;-0.08;-0.08;0;0;0;0.08;-0.16;0.1;1.42;-1.08;0;1.42;
514;-0.16;-0.26;-0.32;-0.24;0;0;0.1;0.1;-0.34;1.34;-0.34;-0.18;-0.5;-0.08;0.24;-0.18;0.1;0.08;-0.08;-0.24;0.34;-0.1;0.18;-5.34;-0.08;0.26;0;0;0.16;0.1;0.26;-0.08;0.08;0;0.08;0.16;-0.26;0.08;0.08;0;2.1;-0.58;-0.08;0.26;0;0;0.16;0.1;-0.42;0.16;-0.08;0;0;-0.16;-0.16;-0.42;-1.08;1;0.08;-0.84;
515;-0.26;4.08;-0.68;0;-0.24;0;-0.26;0;-1.4;-1.02;0.34;-0.24;0.16;0.08;0;0;0.16;0.16;-0.24;0.16;-0.18;0.18;0.32;-16.78;-0.24;-0.18;0.26;-0.08;0;0.16;0.08;-0.18;-0.08;0.16;-0.16;-0.08;0;-0.16;0;0;2.66;0.08;-0.24;-0.18;0.26;-0.08;0;0.16;0.18;-0.32;0.26;-0.1;-0.24;0.32;0;-0.26;0.42;-0.58;0;-1.08;
516;0.34;-1.16;-0.16;0;0;0.08;-0.08;0.16;-1.42;0.6;0;0.24;0.08;0.1;0.08;0.08;0;0.18;0.24;-0.42;0.1;0.16;0;36.22;0;-0.08;-0.1;0.08;0.08;0.16;0.24;0;-0.18;0.08;-0.16;0.18;-0.16;0;-0.42;0.18;1.6;-0.16;0;-0.08;-0.1;0.08;0.08;0.16;-0.18;-0.26;-0.1;-0.08;0;0.08;0.08;-1.24;-0.34;1.16;-0.24;1.58;
517;-0.08;-0.68;-0.5;-0.18;-0.08;-0.18;0;0.58;-1.18;0.42;0;0.26;-0.24;0.08;0.08;0.18;0.34;0.16;-0.24;0.08;0.16;0.08;0.34;15.46;0.16;-0.08;0.26;0.16;-0.08;0.18;-0.24;0;-0.08;0.16;-0.18;0.08;-0.24;-0.18;0.18;-0.26;2.08;-0.16;0.16;-0.08;0.26;0.16;-0.08;0.18;0.18;0.1;-0.08;0.08;-0.1;0;-0.08;0.74;0;0.74;-0.08;-1.58;
518;-0.18;-0.74;3.9;0.08;0.08;0.18;0;0.08;-0.5;1.16;0.32;-0.84;-0.18;0;0.18;-0.5;0.16;0.24;-0.1;-0.08;0.16;0;0.16;21.44;-0.34;0.08;0;0;0;0;-0.58;-0.08;0.08;0.1;-0.08;0.08;-0.1;0;0.24;0.08;1.5;-0.1;-0.34;0.08;0;0;0;0;-0.18;-0.76;0;-0.08;0.1;0.18;-0.18;1.92;1.84;0.1;0.08;0.76;
